        	        	        	        	        	        	EARNINGS	        	        	        	        	
    8.89	   -3.34	   -2.44	    4.30	   -3.76	   -1.74	    2.48	   -4.42	   -1.86	   -4.48	   -2.28	
    0.00	    6.23	   -2.78	   -0.95	   -6.09	   -8.53	    8.21	   -8.97	    2.27	   -2.96	   -3.82	
  -14.62	    5.41	    1.15	   -1.52	   -0.38	    2.70	    0.75	   25.00	   -3.28	   -1.98	    5.16	
   -0.60	    4.80	    0.29	   -0.57	    1.72	    3.95	   -7.07	    5.56	    4.99	   -1.58	   -4.02	
   -3.69	   -1.74	    0.89	   -8.96	   -2.12	   -1.97	   -7.85	    3.28	   -0.85	   -4.26	    0.45	
   -2.68	   -1.38	    3.72	  -11.21	    0.67	    0.84	   -1.33	   -0.34	   -5.40	    5.17	   -2.88	
   -1.93	   -1.23	   -1.99	  -22.59	   -1.64	   -8.67	  -20.44	   10.09	    6.25	   -3.14	   12.15	
   -0.22	    8.17	   -0.82	   16.67	   13.40	    3.42	   -0.45	   14.65	   -1.19	  -12.80	   23.55	
   -2.78	  -31.71	  -11.72	    4.74	    7.69	    1.26	   -2.07	   32.63	    2.24	    4.37	    0.60	
    2.24	    4.37	    0.60	   19.35	   16.46	    1.28	    0.42	    1.89	   12.81	    5.31	   16.17	
    1.56	    0.00	    1.23	   -2.43	    5.92	    4.12	    6.78	   -5.56	    5.04	  -37.60	   -6.41	
    9.10	   -0.38	    3.23	  -17.44	    0.90	    2.93	   -4.39	  -16.55	   -7.36	   17.06	   -6.79	
    6.89	    1.61	    0.00	    0.92	    6.41	   -1.48	   -0.75	  -12.01	   -4.79	   -5.78	   -8.37	
    0.04	   -1.70	   -0.98	    1.94	    3.69	   -1.83	  -18.29	    0.04	   -3.31	  -22.17	    9.10	
    5.05	   -1.69	   -3.01	    5.12	   -2.16	   -0.84	    2.23	    0.48	   -0.36	   -2.22	   -0.40	
    1.18	   -3.27	    0.36	    1.40	   -2.49	   -2.31	    8.17	   -3.07	    0.12	   -0.55	   -1.55	
    2.78	  -11.71	    5.10	   -3.88	    6.06	   -2.86	   -3.92	    2.04	    7.00	   -1.87	    0.95	
   11.11	   -2.00	    6.80	   -3.18	   -6.58	   -2.11	  -15.83	   -3.42	   -2.65	    0.00	   -7.27	
   -2.26	    0.69	    2.72	    4.86	   -0.79	   -0.83	   -0.84	   -1.81	   -6.27	    2.31	    1.09	
   -3.49	   -5.03	    5.72	   -0.13	   -2.07	    1.84	    8.14	   -0.06	   -1.33	   -2.04	   -2.95	
    0.99	    8.03	   -3.23	   -1.93	    2.87	   -3.02	    3.30	    6.09	   -0.22	   -3.01	   -2.88	
   -1.74	   -3.25	   -4.95	    3.66	   -0.18	    0.48	   -1.67	    8.79	   -2.56	   -0.97	   -1.50	
   -4.81	    3.54	   -2.44	    0.00	    7.50	    4.65	   -6.67	   -2.38	    0.00	   -4.88	    2.05	
    6.67	   -1.44	   -2.44	    2.50	   -3.41	    1.01	    7.50	    4.65	   -2.22	   -6.82	    2.44	
    0.00	   -4.88	    5.13	   -2.44	  -12.50	   -5.71	    3.03	    0.00	    5.88	    0.00	    2.78	
   -4.62	    4.84	    3.08	   -7.46	  -14.52	    1.89	  -12.96	    2.13	   12.50	   -1.85	   -3.77	
    0.00	    0.00	    0.00	   -5.00	   -2.63	   -8.11	    2.94	    5.71	   10.81	   -4.88	   -2.56	
   -3.51	   -5.45	    1.92	   -3.77	  -11.76	   -4.44	   11.63	   -6.25	   11.11	   -6.00	    6.38	
   -4.60	    0.58	   -2.03	    0.74	    0.00	    3.97	   -9.90	    0.00	    2.98	    5.03	    4.21	
   -0.13	   -2.14	   -1.37	   -1.80	   -0.14	    0.99	   11.05	    9.82	   -6.54	    1.35	   -0.97	
    1.40	   -1.80	   -0.56	    0.28	    0.14	   -0.56	   -1.70	   -6.21	    5.86	    4.51	   -4.60	
    1.12	    0.99	    4.84	    2.86	    1.64	    3.29	    0.91	    4.49	    0.28	    1.04	   -1.60	
   -1.60	    2.10	    2.43	   -1.04	    3.69	    3.04	    2.74	   18.76	   -3.58	    7.98	   -4.11	
    4.73	   -8.46	   -0.53	    8.14	    3.88	    1.62	    2.00	  -20.43	    0.67	    4.03	    6.10	
    4.87	    2.05	    0.85	   -1.55	    0.84	    2.92	   18.02	    2.43	    1.51	   -0.75	   -8.14	
   -1.83	    0.09	    1.64	    1.22	    4.93	    1.19	    2.23	  -23.25	   -0.61	   -1.96	    3.25	
   -3.38	   -0.10	   -2.55	   -1.78	    4.50	    2.49	   -3.31	   -6.80	    3.44	   -2.21	    2.66	
    5.84	    1.16	   -6.20	   -4.39	   -2.48	   -3.69	    5.37	    4.77	    2.39	   -5.69	   11.24	
    0.34	   -1.74	    5.69	    0.53	    1.54	   -4.03	    3.20	    2.06	   -0.43	   -2.34	   -2.44	
    2.69	   -3.44	    4.31	    1.74	   -2.15	   -3.40	   -2.31	   -2.47	   -2.46	   -1.22	   -4.53	
   -4.88	    1.03	    1.52	   -1.00	    0.00	   -5.56	    3.74	   -2.06	    1.05	    0.52	   -8.29	
    1.21	    4.79	   -1.71	   -4.07	   18.18	    5.64	   -2.43	    0.00	   -5.97	    4.76	    2.53	
   -2.50	   11.11	    2.31	   12.78	   -4.67	    0.00	   22.38	   -3.43	    5.33	   -3.37	   -3.49	
   -4.69	    3.28	    3.97	   -3.82	    1.59	    0.78	   -6.20	   -4.96	    3.48	   -2.52	    4.31	
   10.53	    2.86	   22.22	   -2.65	    3.11	    3.77	  -14.55	   -3.40	    2.20	   -6.47	   -4.15	
   -1.93	  -20.69	   -6.21	   -2.65	   11.56	   -4.88	    9.62	    8.77	   -5.38	    4.55	   -4.35	
    6.28	   -4.55	    0.00	   -6.19	    8.63	   -0.47	   -2.35	   -4.81	    8.08	    0.00	   -0.47	
    1.60	   -0.07	   -1.08	    2.02	    3.51	   -1.36	    1.00	    6.78	   -0.34	    1.43	    3.25	
   -1.84	   -3.36	   -0.34	    3.07	    4.47	   -2.54	   -0.31	    0.69	    0.50	    1.27	    4.97	
    0.15	   -2.37	    1.57	    0.15	    4.54	   -0.81	    3.37	    1.67	    2.40	    0.06	    1.82	
   -3.94	   -1.42	    0.08	   -1.10	    2.83	   -6.68	   -2.15	   -8.59	    0.00	   -7.60	    6.60	
    2.11	   -8.20	   -1.44	    2.85	   -1.36	   -3.44	   -0.26	   -9.15	   -1.79	   -9.60	   -3.94	
   -2.67	    0.30	   -1.62	    4.43	   -0.20	   -4.94	   -0.21	   11.46	   -0.09	    0.65	   -1.30	
   -0.32	    0.97	   -0.32	    5.13	   -2.13	   10.28	    0.28	    4.79	   -5.11	    7.37	    1.58	
    0.00	   -1.23	   -3.00	   -0.52	    6.74	   -2.91	    1.50	   15.27	   -4.70	    4.26	   -0.43	
   -5.11	    7.37	    1.58	   -3.90	    3.24	    0.79	    1.56	    5.12	   -2.92	    2.76	    1.71	
   -1.26	    0.58	   -0.89	   -9.68	    2.52	    0.83	   -2.98	   -3.93	    3.85	   -3.91	    1.33	
   -6.02	    1.65	    7.95	   -3.84	   -1.67	    4.88	   -3.53	    2.97	   -1.03	   -5.94	   -2.27	
   -3.76	   -0.96	    6.40	    0.94	   -5.01	    4.67	   -2.38	    2.70	   -1.94	   -8.99	    1.71	
   -1.71	    0.54	   -0.54	    3.15	    1.58	    1.66	   -2.14	   -0.52	    0.52	    2.60	    5.28	
   -1.68	   -0.49	    0.00	   -3.06	    4.80	   -1.20	    4.51	    5.60	    2.98	   -0.54	   -1.19	
   -1.53	    4.57	   -2.19	    2.33	    1.40	    1.21	   -6.13	   -0.82	   -0.18	    1.74	   -0.36	
   -0.80	   -2.75	    6.32	    3.61	    0.70	    4.47	    0.99	    2.53	    2.18	    3.11	   -9.00	
   -2.01	    3.82	    0.66	    2.17	    1.77	    1.63	   -0.31	    2.87	    0.93	    0.92	    4.65	
    1.62	    7.58	    4.30	   -2.56	   -7.25	   -1.57	    2.59	    1.39	    3.20	    0.22	    4.05	
    3.00	   -1.68	    3.40	   -0.20	   -0.62	   -0.86	   -2.31	  -20.32	    2.94	    0.28	    0.10	
   -3.70	    2.55	   -1.91	    4.36	   -1.37	    0.69	   -3.23	   -6.97	    2.16	   -1.68	    0.68	
   -4.22	    1.49	   -2.82	   -0.03	    1.32	    3.27	   -5.24	    8.95	   -0.89	    3.07	   -0.97	
    3.87	    0.63	    2.48	   -0.53	    0.10	    1.83	    1.35	   -1.53	   -0.37	   -0.51	   -0.22	
   -0.51	   -0.22	    2.26	   -1.62	   -0.56	    3.76	    3.32	   12.29	    2.49	   -0.65	    2.87	
   -2.58	    2.24	    2.61	    0.52	    2.52	    1.92	    0.91	   -2.75	    2.78	    0.75	    0.25	
    7.54	    0.13	    2.37	    8.67	    5.06	   -3.10	   -1.43	   -0.45	   -9.79	   10.47	    2.60	
    2.81	   -5.86	   14.25	    0.37	   15.25	   -4.97	   -1.56	  -10.08	   -1.30	   -1.17	    4.64	
    3.04	    2.84	    1.55	   -1.74	   16.15	    5.81	    1.08	   15.85	   -2.23	    1.26	    8.15	
   -3.65	   -3.16	    1.30	   -5.58	    2.05	   -1.56	    3.62	    5.68	    8.68	   10.65	    1.20	
    3.80	   -1.90	    0.83	    3.02	   -2.40	   -1.09	   -2.76	  -21.28	    0.54	   -2.15	   -1.83	
    0.55	    0.00	   -1.63	   -2.77	   -0.38	   -5.14	   12.45	   -5.18	    6.97	   -3.17	   -0.55	
  -10.39	  -10.14	   35.48	  -11.90	   -6.76	    2.90	   -2.82	  -14.49	   13.56	  -11.94	   -1.69	
   -3.06	   -1.05	    1.06	   -2.11	   -5.38	   -6.82	   12.20	   -7.61	   -9.41	    1.30	    5.13	
   -7.61	   -9.41	    1.30	    5.13	    1.22	   -3.61	    0.00	   -7.50	   -1.35	    2.74	   -1.33	
    0.65	   -3.25	    1.34	   -1.66	   -1.35	    3.07	    1.32	   -4.25	    0.00	   -3.75	   -0.35	
   -0.34	   -3.06	    4.21	    2.69	   -3.93	    0.34	    0.00	   -1.70	   -2.42	    0.00	    1.06	
    3.16	    0.89	    1.02	   -3.53	    1.95	    1.81	   -2.75	    0.32	   -3.00	    1.10	   -3.72	
    3.68	   -2.27	   -2.33	   -0.85	    1.15	   -6.05	   -3.39	   -3.76	    0.07	    0.93	    1.70	
   -2.78	    2.60	    2.79	    0.00	   -1.23	    1.00	    2.72	   -3.61	   -1.00	   -3.28	   -4.44	
    7.60	    3.53	    3.67	   -1.27	    8.46	    7.57	  -22.64	   16.76	   -4.62	   -0.77	   -4.88	
   -0.27	   -2.41	    2.84	   -0.45	   -1.23	   -1.93	    1.78	    0.32	    0.09	   -1.61	    1.03	
   -2.80	   -3.23	    8.89	   -1.72	    1.75	    6.36	   -2.71	    0.27	   -1.12	   -1.99	    0.42	
    2.24	    4.75	   -2.97	   -3.42	    3.35	    8.11	   -0.50	    6.53	    0.79	    3.59	   -1.05	
   -4.45	   -1.12	   -0.94	    0.76	    3.96	    2.00	   -3.38	   -1.84	    0.38	    2.24	    4.75	
   -1.38	    9.20	    0.86	    3.40	    3.42	    1.72	   -1.82	   -0.66	   -1.34	    3.92	    4.17	
   -2.09	    2.84	   -0.88	    1.12	   -2.76	    0.47	    1.18	   -3.91	   -0.05	   -2.66	   -0.60	
    0.25	   -0.74	   -1.29	    0.80	   -0.25	    1.00	   -0.99	   -0.25	    0.00	    0.00	   -0.25	
    1.44	   -1.36	    2.25	   -0.56	    1.42	   -1.56	   -0.11	    0.85	    3.66	   -2.17	   -1.39	
    0.00	    0.56	   -0.83	    2.80	   -1.36	    0.00	   -0.28	   -2.44	   -0.06	   -0.57	   -1.14	
   -0.67	   -0.95	    2.83	   -1.65	    0.34	   -0.73	   -0.96	    1.65	   -5.19	    2.36	   -0.98	
   -3.14	   -2.14	   -0.12	   -4.50	   -0.25	    1.12	    5.72	   -3.49	    1.99	    3.60	   -1.54	
    6.09	   -3.44	   -3.74	   -5.23	    1.24	    0.12	    1.90	   -2.70	    2.47	    6.14	    2.16	
    2.92	   -2.68	    1.27	   -0.76	    1.09	   -4.55	    1.19	   -3.14	   -2.14	   -0.12	   -4.50	
    1.27	    5.98	   12.65	    2.52	    6.07	    7.78	   10.05	   -7.89	   -4.14	    2.14	   -3.54	
    0.15	   -1.26	    6.05	    0.29	   -0.96	   -5.75	   -6.92	   10.95	   -5.01	    5.95	    0.59	
  -11.08	   -3.18	    3.11	   -0.74	    3.04	   -1.98	   -8.08	   -1.84	    0.05	    3.11	    1.60	
    1.62	   -8.25	    1.29	    2.67	   -7.19	    4.45	    5.91	   16.21	   -3.33	   -0.18	   -5.70	
   -1.03	    1.11	    1.61	   -1.21	    1.99	   -2.09	    2.36	   -2.32	    8.01	    0.66	    2.33	
    4.56	    4.01	    1.58	   -3.29	   -0.86	   11.22	    2.95	   -5.04	    3.07	    0.89	   -2.52	
   -0.66	   -4.09	   -5.58	    2.43	   -2.01	   -1.83	    4.43	   -3.43	    1.68	   -1.60	   -0.81	
    7.13	   -0.39	   -0.98	    5.15	    1.05	   -2.48	    1.29	    1.63	    0.95	   -1.48	   -2.53	
    3.37	   -0.61	   -4.11	    1.58	    2.61	   -0.04	  -10.07	   -0.32	   -1.92	    2.76	    2.18	
   -0.82	   -0.88	    0.26	   -2.87	    3.11	    2.60	   -4.21	   -0.37	    3.14	   -1.49	    2.88	
    2.88	    3.87	    4.75	   -1.08	   -0.99	    2.10	   10.80	   -0.63	   -0.08	    0.59	    0.42	
   -5.97	    2.11	   -1.51	   -3.03	    0.79	    2.58	   -3.25	  -11.61	   -0.56	    3.35	    1.99	
    3.71	    4.89	   -0.69	    3.66	   -0.36	    3.36	    1.51	    0.41	   -2.32	    0.21	    0.36	
    1.06	   11.36	   -1.09	    2.03	    2.84	   -2.29	    1.21	    2.23	   -3.90	    0.80	    3.66	
    6.44	   -2.28	   -2.20	   -3.23	   -3.20	   -8.86	    4.61	   -2.05	    0.80	   -0.96	   -3.70	
    4.52	   -4.94	   -1.95	   -0.66	   -2.67	   -2.74	    3.52	    1.09	    0.40	    4.56	    0.64	
   -7.09	    1.53	    6.02	    7.80	   -7.24	    0.71	    2.11	    5.52	    3.27	   -2.53	   -1.95	
   -2.14	    0.91	   -1.29	    3.17	   -0.44	    4.27	   -1.22	    4.55	   -1.57	   -3.50	   -5.37	
   -2.45	    2.77	   -0.62	   -1.54	    1.49	    1.25	   -2.84	   -9.27	   -1.44	   -2.14	    0.91	
   -2.68	    6.41	   -1.71	   -2.55	    2.70	   -0.17	    6.63	    7.11	   -0.84	   -1.02	    1.34	
   10.75	   -2.73	   -0.88	   -2.12	    2.35	   -1.76	    1.40	   -2.09	    0.90	    0.11	   -6.91	
    2.08	   -3.15	   -0.57	    0.00	    2.89	    0.37	    0.19	    3.54	   -1.44	    4.01	   -4.91	
    5.07	    3.71	   -1.19	    2.99	   12.15	   -1.34	    0.60	   -6.56	   -1.18	   -0.98	   -3.56	
   -0.41	    2.28	   -6.57	   -1.72	    5.35	    2.40	   -0.36	   -3.35	   -7.21	   -7.67	   -2.30	
    1.89	    2.41	    5.45	   -0.25	    1.12	   -7.48	   -1.79	   -7.85	    2.58	   -3.45	   -1.03	
  -10.61	    8.00	   -2.21	    0.90	    8.06	   -0.76	  -15.51	    0.05	   -4.91	    0.95	    4.09	
   -4.36	    0.84	    0.03	    1.70	   -9.90	   -3.36	   -4.56	    0.95	    1.17	   -2.95	   -7.14	
   -1.43	    3.23	   -3.95	   -3.98	    2.58	    0.58	   -7.73	   -3.54	   -1.21	   -2.13	   -0.79	
    0.33	    0.91	   -0.99	    0.24	    2.12	    0.16	   -0.26	   -4.05	   -0.46	    0.79	    2.84	
   -0.48	   -0.25	   -1.07	   -0.85	   -1.44	   -0.61	    3.20	   -6.41	   -2.56	   -1.78	   -1.81	
   10.86	    2.88	    0.92	    9.68	   -0.71	   -4.56	   -0.90	  -14.65	   -3.90	   -0.88	   -1.22	
   -0.79	   -3.54	    1.88	    0.14	    0.14	    3.64	    3.74	  -21.07	    5.87	    0.81	    5.76	
   -7.71	    2.86	   -2.71	    8.10	    2.65	    4.83	    2.15	   -8.53	    3.76	   -1.47	    1.22	
    1.02	    0.63	   -1.00	    6.69	   13.14	   -0.73	   -2.85	   10.09	    2.07	   -2.70	   -2.78	
    2.29	   -0.31	    0.72	    1.83	   -0.70	    1.91	  -11.71	    4.12	    2.89	    7.49	   -6.00	
   -1.43	    0.31	    3.41	    5.10	    2.00	   -3.08	   -3.08	   -1.99	    1.42	   -1.90	    1.63	
    7.33	   -3.11	   -1.28	    0.65	    0.65	   -1.28	   -0.65	    7.19	   -2.44	   -3.13	    0.65	
   -5.05	    2.53	   -3.70	    0.64	    0.00	   -4.46	    4.67	    1.27	    0.00	   -2.52	   -3.23	
  -12.03	  -13.68	   13.66	   -4.81	    3.03	    8.82	   -2.25	   11.52	  -16.12	  -13.79	   15.43	
   -0.49	   -9.43	   -2.47	  -42.13	  -16.50	   14.53	   -7.61	   24.18	  -18.58	   17.39	   -6.02	
  -10.33	   -5.14	    6.51	    4.07	    0.00	   -0.39	  -11.59	   -9.56	   -1.97	   -3.51	    4.42	
    1.05	    1.11	    1.29	    2.10	   -2.52	   11.22	   -4.26	   -0.51	    2.51	   -0.59	   -1.60	
   -3.03	   -6.25	    8.33	   46.15	  -25.26	    2.82	   -4.11	   -7.14	   -3.08	    0.00	   -1.59	
    0.00	   -1.20	   -2.44	    1.25	   -6.17	    1.32	   -9.09	    2.86	  -11.11	    1.56	    1.54	
  -10.96	    0.00	    0.00	    3.08	    4.48	  -18.57	   15.79	   -9.09	   -5.00	   15.79	    6.06	
    5.09	   -0.97	    0.00	   -9.01	   -4.48	    4.99	   -2.33	   -1.14	    1.83	    0.19	    6.15	
   -5.48	    0.84	   -0.91	    3.57	   -1.56	    3.58	  -15.39	   -6.88	    0.05	    0.42	    3.08	
    4.49	    6.15	   -3.97	    2.01	    6.25	   -3.07	    0.52	    5.35	   -8.13	    2.76	    1.47	
    0.99	    1.66	    5.46	    2.33	    1.59	    8.08	    3.50	    4.45	    2.09	   -3.91	   -2.04	
   -1.79	    0.30	    0.01	    5.50	    1.45	    3.86	   -2.54	   14.59	    1.15	    2.59	    3.44	
   -0.38	   -1.03	    3.23	    1.16	    3.46	    0.88	    0.09	    8.49	    1.24	   -3.39	    3.88	
    3.85	   -4.94	    4.81	   -5.70	   -1.05	   -0.53	   -3.74	   -4.16	   -6.37	    2.47	    0.30	
    1.38	   -7.94	    4.80	   -3.64	   -5.73	    6.21	    0.00	   -0.85	   -4.67	   -1.29	    1.83	
   -3.67	    2.19	   -3.34	    5.19	   -0.19	   -0.05	    5.98	    1.02	    0.31	   -4.25	   -5.51	
    0.89	    3.93	   -0.11	    0.44	   -2.60	    0.66	    0.33	   -0.72	   -1.66	   -4.97	   -0.80	
   -3.71	   -1.08	   -5.86	    2.14	    0.73	   -0.17	   -0.75	    5.61	   -5.23	   -1.93	   -5.74	
    0.86	    4.43	   -5.85	    1.56	    2.19	   -1.04	   -6.75	   -3.60	    1.72	    2.52	   -0.44	
    2.65	   13.39	   12.69	   -4.17	   -9.10	    1.49	   -9.20	   -6.16	    6.74	    5.91	    2.75	
    3.65	   -4.95	    3.78	   -5.82	    2.55	    2.03	   -7.02	    4.37	   -0.68	   17.93	    3.96	
    2.43	   -2.06	    6.06	    0.60	    1.32	    4.07	   -5.62	   -9.92	    2.60	    4.68	    3.42	
   -0.64	    6.13	    1.45	   -6.48	   -6.68	    1.96	   -4.63	    7.41	    0.76	   -5.74	    3.31	
   -2.61	    3.15	   -0.51	    4.66	    5.24	    5.58	   -0.66	    1.77	   -3.83	   -0.23	    2.63	
   -5.62	    0.69	   -3.93	   -1.05	    6.10	    1.81	   -0.84	    1.66	   -1.63	    1.75	   -0.53	
   -0.76	    0.00	    4.31	   -1.03	   -2.09	    0.00	   -4.57	    5.26	   -3.79	    0.31	   -0.16	
   -3.50	   -0.83	    1.80	    3.37	   -3.45	    0.07	    0.82	    0.65	    1.61	   -0.35	    2.01	
   -1.31	    0.08	   -0.33	    4.16	   -0.08	    2.88	   -0.85	    7.99	    3.19	   -3.09	   -3.99	
    0.66	    1.24	    0.29	   -1.94	    2.27	    0.29	   -2.49	   -6.36	   -3.20	    1.61	    0.56	
   -0.27	    2.54	   -4.77	    1.39	   -0.55	   -0.18	    8.30	   -2.64	   -5.95	    2.51	   10.80	
    6.46	   -4.47	    3.68	    0.65	   -1.60	   -0.85	   -0.79	    1.32	   -1.63	   -1.66	   -1.01	
   -0.89	   -7.46	    2.58	    0.00	    0.31	    0.31	    6.25	   -8.24	   -1.92	   -3.59	    1.02	
   -4.88	   -1.28	   -5.19	    1.37	   -2.70	    5.56	   13.16	   -6.98	    0.00	    0.00	    3.75	
   -3.41	    5.88	    2.22	   -2.17	   -1.11	    0.00	    7.87	   -6.25	   -5.56	    2.35	   -8.05	
   -0.28	   -4.76	    0.94	    4.38	   -3.64	   -0.86	    0.07	    1.15	    0.57	    0.71	   -1.75	
   -0.21	   -3.16	    0.14	    0.22	    1.37	    0.93	    3.81	    3.74	    1.90	    2.89	    0.37	
   -0.75	    1.05	   -1.28	   -7.95	   -1.65	    2.62	   -1.82	   20.41	   -1.54	   -1.31	   -1.93	
   -3.31	   -0.58	   -1.81	    0.15	    3.97	   -1.53	   -1.94	    6.75	   -5.76	   -6.88	    3.46	
   -5.82	    0.29	   -0.61	    0.05	    0.66	    4.55	   -2.21	    9.05	   -9.19	   -1.35	    1.27	
    0.84	   -4.86	    6.86	  -10.52	   -2.37	    2.66	    3.73	  -26.28	   13.75	   -3.33	   -0.36	
   -0.58	    5.69	    6.01	   -9.33	   14.32	   -2.95	    4.67	   -2.83	   -4.38	   -0.69	   -6.53	
    0.00	    0.00	   -4.55	    7.14	    0.00	   -6.67	   -7.14	    0.00	   -2.56	   13.16	   -6.98	
   -8.57	    9.38	   -2.86	   -5.88	   -6.25	    6.67	   -3.13	   -3.23	    3.33	   -3.23	    3.33	
   10.26	   -9.30	    2.56	    0.00	   -2.50	    5.13	  -19.51	    0.00	    0.00	    3.03	    5.88	
   -8.51	   -4.65	    4.88	    2.33	  -15.91	    0.00	    5.41	  -11.54	   20.29	    6.02	   23.86	
   -3.85	    4.00	   12.82	   -2.27	   -8.14	    1.27	   -2.50	   -5.13	    2.70	    1.32	   18.18	
   -5.49	    1.16	    3.45	   -6.67	    4.76	    1.14	    0.00	  -15.73	   -2.67	   10.96	  -16.05	
   25.00	    1.82	    1.79	    1.75	   -3.45	    0.00	    3.57	  -21.55	    6.59	   -1.03	  -14.58	
    1.67	    3.28	    0.00	    3.17	   -4.62	    0.00	    0.00	   -4.03	   -1.68	    1.71	   -1.68	
    5.65	   -4.58	   -1.60	    0.00	    2.44	   -0.79	   -1.60	   -5.69	    3.45	    4.17	    2.40	
    4.00	   -1.54	   -5.47	   -2.48	    2.54	   -7.44	    6.25	   -6.72	    1.80	    7.08	    3.31	
   10.13	   -2.61	   -1.62	    4.26	   -2.18	    2.09	   -0.25	   -0.76	   -3.26	   -3.90	   -1.36	
   -4.27	   -5.85	    4.53	    0.72	   -1.43	   -0.12	    5.95	   -1.11	    2.82	   -2.14	   -2.53	
    4.30	   -5.37	    2.23	   -0.60	    2.40	    0.49	   -1.84	    0.59	    1.47	   -0.68	   -1.56	
    2.11	   -0.80	    0.58	   -4.03	   -0.24	    1.92	   -1.42	    3.11	    1.97	    0.34	    2.83	
    4.05	   -3.58	   -0.68	   -3.06	    0.00	    3.31	    4.38	    3.78	   -1.38	   -1.90	    1.63	
    0.00	   -0.99	   -0.75	    1.31	   -1.74	   -2.57	    3.21	    0.40	    1.20	   -1.68	    0.75	
    1.67	    0.85	   -0.64	    1.49	    1.56	    0.63	    4.21	    0.55	   -2.42	   -1.12	   -0.19	
    2.16	    1.71	   -1.37	   -0.85	   -3.21	    0.05	    2.01	   -0.92	   -1.11	   -0.42	    1.88	
    0.98	    1.30	   -0.68	    5.32	   -0.76	    1.88	    2.85	   -8.28	   -1.74	    0.79	    0.80	
   -0.57	  -41.23	   19.89	   -5.73	    7.16	    2.98	   15.36	    1.17	   -0.89	    4.52	   -3.39	
   -3.45	    0.00	    2.68	    4.35	    0.83	    0.00	   -1.65	   -4.20	   -7.02	    3.77	    3.64	
   -7.56	   -9.09	   -8.40	    0.44	   -2.61	   -2.90	   -4.60	   -2.41	    2.47	   14.46	   13.68	
   -5.56	   -1.96	   -4.00	    1.04	   -2.06	    2.11	    2.06	   -7.07	   -7.61	    0.00	    1.18	
   -1.09	   -2.20	   -6.74	    3.61	   -4.65	    6.10	    3.45	   21.11	   -6.42	    0.00	   -6.86	
    0.30	   -0.72	   -2.56	    3.06	   -2.76	   -1.31	    6.86	    4.35	   -0.99	   -0.80	   -2.02	
    1.72	    6.99	   -4.36	    2.28	    3.24	   -1.37	   -1.99	   -5.68	   -1.94	   -1.97	   -2.91	
   -2.61	    1.00	    4.12	    2.51	    2.89	    2.32	    0.44	   18.85	   -0.76	   -1.69	   -4.99	
    4.92	    2.65	    1.46	   -3.26	   -2.69	    2.77	    2.52	    3.48	   -0.36	    1.25	   -2.75	
   -0.83	    2.08	    1.37	    1.35	    1.50	    2.30	    0.25	   -3.53	    2.96	   -1.20	    0.74	
    3.60	   -1.32	    5.57	   -2.12	   -1.84	    7.75	    8.11	    6.29	    4.89	   -1.12	    0.04	
   -1.21	   -5.61	   -6.40	   10.91	    3.75	    1.05	   -9.19	    5.04	    1.77	    0.04	    2.97	
    1.82	    3.51	   -2.53	    2.89	   -0.69	    0.87	    1.32	   16.85	    5.22	   -0.09	   -2.21	
    1.66	    0.41	   -0.41	    0.00	    1.63	    0.80	  -11.95	    3.17	   -3.07	   -3.17	    0.93	
    0.67	   -0.33	    0.33	    6.00	    3.46	   -2.13	   -5.28	   -7.54	    0.00	   -1.06	    0.36	
    0.71	   -4.21	    2.20	   -3.23	    2.96	    0.36	   -4.30	    0.00	   -8.24	   -2.45	    3.35	
    4.17	   -0.23	    1.23	   -1.45	    1.70	   -1.06	    1.84	    6.42	    4.54	   -1.70	    3.45	
    8.20	   -5.81	   -2.75	    1.17	   12.27	    6.25	   -1.09	    4.68	   -3.37	   -0.57	   10.57	
    1.27	    8.85	    4.87	    0.96	   -1.37	   -9.95	    4.11	  -15.58	    1.21	    0.42	    1.31	
    2.94	   -0.54	    1.64	    3.36	    0.26	   -2.98	    0.40	   -5.06	    5.47	    1.86	    1.31	
   -3.01	    5.05	    2.77	    5.22	    1.71	   -0.84	    2.54	   -9.42	    2.19	   -0.54	   -1.44	
    5.50	    1.79	   -0.48	   -2.09	    2.96	   -0.32	    2.08	   10.97	    0.56	    3.37	   -1.49	
    1.10	    1.36	   -0.27	   -1.62	   -3.84	    1.99	   -4.75	   -3.81	    1.22	    3.31	   -2.92	
   -2.61	    3.74	   -3.00	   -0.93	    0.00	   -0.94	    3.79	   -2.74	   -1.25	   -5.38	   -2.34	
    5.69	   -2.53	   -4.55	    2.04	    1.67	   -1.97	    4.35	   -1.28	   -1.30	   -3.29	    0.68	
    2.95	   -2.12	    1.40	   -0.25	    2.89	    0.49	    2.43	   -1.66	   -1.21	    2.44	   -2.51	
