        	        	        	        	        	        	EARNINGS	        	        	        	        	
   -0.29	   -0.11	   -2.23	   -5.03	   -5.32	   -3.72	   -3.03	   -3.32	   -4.81	   -6.18	    3.55	
   -0.71	   -1.48	    1.48	    1.37	    2.26	    3.50	    3.21	   -0.95	   -2.08	   -5.34	   -6.41	
    1.40	    2.23	    2.87	    2.23	    0.51	    0.19	   -3.70	   -5.48	   -3.12	   -3.44	   -2.42	
    1.07	   10.40	   11.47	    8.27	   13.07	   13.07	   13.07	    1.07	   -1.33	   -6.67	   -6.67	
    0.23	   -2.10	   -3.50	    1.64	   -0.70	   -0.23	   -1.40	  -13.32	  -12.62	   -8.64	   -6.78	
    2.46	    2.15	    2.77	    9.85	    7.69	   -3.69	    2.77	   13.54	   13.23	   19.69	   24.31	
    5.41	    5.84	    5.52	    7.03	    3.14	    4.33	    3.79	   -1.62	   -2.81	   -7.47	   -8.44	
    0.53	    1.53	    0.60	   -0.47	    1.27	    0.27	   -5.40	   -6.14	   -8.74	   -8.14	   -8.27	
   -0.32	    1.49	    1.10	    2.34	    4.15	    4.74	    1.75	    4.28	    2.21	    2.27	    2.14	
    0.52	   -0.78	    0.78	    2.34	    3.90	    2.80	    2.02	    2.60	    0.20	   -0.13	    1.69	
    0.00	   -7.92	  -10.19	   -9.43	   -9.81	  -10.57	  -14.72	  -15.85	  -21.89	  -25.13	  -23.02	
    0.91	   -3.64	   -0.91	    0.45	   -7.27	   -2.27	   -3.18	   -2.73	  -10.91	  -11.82	  -13.18	
   -1.55	    0.52	    6.70	    9.28	   19.59	   21.13	   35.57	   30.93	   26.29	   26.29	   30.93	
   -1.57	    4.70	    5.96	    2.51	    2.51	    0.00	    1.25	   -0.94	    1.57	    4.70	   -0.31	
    2.76	    2.45	    1.23	    3.07	    6.44	    9.51	    9.82	    9.82	    8.59	   11.96	   11.96	
    0.26	   -1.83	   -0.78	   -0.78	   -2.09	   -2.87	   -2.09	    0.26	    0.78	    0.52	   -0.52	
    1.87	    2.60	    8.10	    6.49	   11.84	    7.94	   16.67	   14.54	   13.40	   11.68	   14.64	
    1.90	   -0.66	    0.40	    1.77	    1.37	    2.83	    0.66	   -2.83	   -3.58	   -3.54	  -10.26	
    0.65	   -3.23	    0.00	   -3.23	   -6.45	   -6.45	   -1.29	   -0.97	    3.55	    3.23	   14.52	
   31.91	   40.43	   42.55	   56.60	   45.53	   32.77	   31.91	   31.91	   38.30	   36.17	   31.91	
   -4.48	   -1.49	   -3.88	   -1.49	   -4.48	   -2.99	   -1.49	   -1.49	   -1.79	   -5.97	    7.46	
    1.83	    5.50	    2.29	    0.00	   -1.83	    6.42	    3.21	   26.15	   21.56	   30.73	   34.86	
   -4.73	   -5.45	  -11.27	   -6.91	   -2.55	   -1.45	   -6.55	    0.73	    2.91	    2.91	   10.55	
    0.44	    0.44	   -0.88	    3.52	    7.93	   11.89	    9.25	    6.17	    3.52	   -2.64	   -1.76	
   -4.66	   -7.90	  -13.93	  -10.17	  -11.85	  -11.66	   -6.57	   -4.26	  -10.02	  -10.95	  -12.44	
   -1.33	   -0.26	    1.25	    0.73	    1.25	    3.01	    1.46	   20.53	   23.67	   26.59	   22.98	
   -0.96	    4.49	  -11.97	   -9.50	  -14.30	  -12.28	  -10.87	  -19.00	  -20.13	  -19.48	  -21.95	
   -2.41	   -0.77	    2.18	    9.89	   12.90	    9.78	   11.96	   14.49	   18.61	   20.14	   20.85	
    0.65	    2.78	   -6.48	   -3.10	   -8.00	   -7.24	   -3.43	   -5.66	   -4.95	   -4.90	   -2.45	
   -0.12	   -4.14	   -7.10	   -7.81	   -4.20	   -4.79	   -6.92	   -2.84	   -3.08	   -4.20	   -0.53	
  -19.74	  -12.50	  -16.45	  -11.84	  -13.82	  -13.82	  -24.34	  -28.95	  -36.84	  -34.21	  -32.24	
    4.81	    2.75	    2.06	   -1.37	   -1.72	   -5.50	   -4.81	   -4.12	  -14.78	  -19.24	  -24.05	
   -3.57	  -10.71	   -4.76	   -2.38	   -1.98	  -10.32	   -9.92	  -15.48	  -11.11	  -14.68	  -18.65	
   -2.52	    5.45	   -0.21	   -4.82	    0.00	    0.84	    2.73	   -1.26	   -0.42	    6.29	   22.01	
    4.20	    1.34	    3.36	    0.50	   -2.35	    2.52	   -0.67	   11.09	   14.29	   15.97	   12.61	
    4.78	    4.10	    5.05	    6.56	    7.65	   11.61	   12.43	   11.75	    8.33	    3.14	    6.83	
    2.36	    3.28	    3.67	    3.94	    6.17	    6.82	    9.19	    8.01	    1.18	    4.72	    6.82	
   -1.60	    1.03	   -2.86	   -4.81	   -4.93	   -7.56	   -9.51	  -13.52	  -13.52	  -14.55	  -16.15	
    1.52	    2.54	    2.28	    3.55	    0.41	    0.25	    0.00	   -1.17	   -0.61	   -0.51	   -1.27	
    0.35	   -0.15	    0.30	    0.15	    0.55	    0.35	    0.50	    0.60	    0.10	   -0.60	   -0.55	
   -2.63	   -4.61	   -2.63	   -1.32	   -7.57	   -4.61	   -1.32	   -5.07	  -12.83	  -10.72	  -10.86	
    0.78	    8.59	    7.42	    4.84	    2.81	    4.30	    4.69	    3.52	    3.52	    3.91	    2.73	
   -0.60	   11.40	   -1.73	    1.40	    8.20	   28.60	   51.87	   38.53	   40.40	   39.73	   35.07	
   15.18	   17.63	   21.93	   15.00	   26.14	   34.91	   39.39	   26.14	   29.39	   33.77	   23.68	
   18.46	   29.60	   51.71	   44.07	   46.60	   44.03	   53.57	   19.49	   28.14	   42.70	   77.94	
    3.00	    3.61	    1.97	    1.55	   -0.62	    1.16	   -3.00	    3.32	    3.02	   -1.23	    1.58	
   -0.01	   -0.25	   -2.65	   -1.37	   -4.81	   -6.48	   -1.30	  -26.41	  -22.47	  -22.29	  -21.51	
    4.67	    3.03	    1.02	    6.64	   -3.89	   -4.94	   -4.98	    0.98	    3.73	    5.92	   15.38	
    3.00	    3.38	    8.95	    8.10	    9.04	    7.55	    2.45	    1.13	    1.39	    0.75	    3.56	
   -1.04	    1.49	    2.94	    3.08	    4.43	    4.15	    0.19	   -0.09	   -0.52	   -1.18	    0.99	
    0.94	    1.80	    2.01	    4.62	    4.46	    7.83	   11.51	   14.61	   13.15	   14.91	   14.75	
    2.56	    3.59	    0.00	   -5.13	   -2.05	   -1.03	   -8.21	  -12.82	  -15.90	  -14.36	  -20.00	
   -2.29	   -4.58	   -3.82	   -2.29	   -1.53	    3.82	    0.00	   -6.87	   -9.92	  -11.15	  -12.98	
   -2.55	   -0.64	   -6.37	   -7.64	   -1.91	    0.64	   -3.18	  -12.10	  -14.65	  -14.01	  -18.47	
   -1.35	   -2.25	    0.45	    2.70	    4.50	    4.50	   -5.86	  -12.61	   -6.76	   -9.46	   -9.46	
    2.11	   -1.05	    0.00	   -1.05	   -1.05	   -2.11	   -1.05	   -5.26	   -2.11	   -2.11	    1.05	
    1.68	    3.36	    4.20	    1.68	    1.68	    4.20	   -5.04	  -14.29	  -17.65	  -17.65	  -19.33	
    8.51	    3.57	    3.26	    8.77	    5.78	    5.68	    7.45	    0.01	   -0.24	   -2.24	   -5.52	
   -0.01	   -6.30	   -3.65	   -2.83	   -3.30	   -4.43	    0.12	   -5.64	   -5.20	   -5.65	   -6.87	
   -0.13	    1.70	   -0.57	   -1.53	   -2.62	   -1.40	   -2.88	   -6.98	   -4.28	   -5.89	   -6.46	
    1.90	    2.58	    3.85	    5.85	    1.81	    2.72	    3.08	   -2.18	   -3.85	   -2.63	   -1.09	
   -0.84	   -3.53	   -4.97	    0.70	    5.43	    2.18	    6.26	   11.65	    8.07	    9.23	    7.75	
   -3.02	   -3.02	    0.50	    0.00	    1.01	    1.01	    1.01	   -5.03	   -7.54	  -11.06	   -7.54	
   -2.43	   -2.70	   -0.81	   -0.54	   -1.89	    2.16	    4.85	    8.89	   17.25	   17.25	   16.17	
    5.51	    7.29	    8.24	   10.12	    6.12	   12.47	   19.53	   17.18	   14.59	   11.53	   13.65	
   -9.94	  -11.82	  -17.26	  -16.89	   -9.57	   -2.81	   -0.19	   -5.82	  -10.51	  -12.01	   -8.07	
    3.21	   10.28	    3.60	    7.19	    6.38	    5.22	    4.93	    8.35	    6.38	    2.87	   -0.26	
   -1.91	   -0.83	   -7.96	   -4.31	  -10.22	  -13.41	   -9.80	   -8.62	  -11.54	  -15.36	  -16.12	
   -5.65	  -15.22	  -10.87	  -15.13	  -13.26	  -17.83	  -14.13	  -16.74	  -16.96	  -26.52	  -26.74	
    1.27	   -4.02	    4.65	    0.42	   -2.96	   -3.59	   -4.23	    8.46	    3.59	   -8.46	   -7.19	
   -4.80	   -8.23	  -14.24	  -18.70	  -22.81	  -22.13	  -16.12	  -18.70	  -18.70	  -12.01	  -23.84	
    3.07	    3.07	    1.92	   -0.38	    1.15	    3.83	    4.21	   15.33	   12.64	    8.05	    8.05	
    3.16	    4.91	    5.26	   -0.35	    5.96	    2.81	    3.16	   -1.75	    1.40	    5.26	    8.07	
   -0.74	   -1.49	   -5.20	    0.00	    0.00	    9.67	   14.13	    0.37	   -0.74	   -5.20	   -2.97	
    1.61	   -4.15	  -12.27	   -9.14	   -9.31	  -14.13	  -21.57	  -21.57	  -26.90	  -21.57	  -28.76	
    3.24	    4.21	    7.67	    8.96	    3.02	    1.51	   -1.30	   -5.40	   -7.88	   -8.64	   -6.59	
    0.44	    3.44	    0.67	    1.33	  -10.88	  -11.10	    4.44	   -7.33	   -1.11	   -7.33	    0.67	
   -0.81	   -2.52	   -2.70	   -0.72	   -1.89	   -1.17	   -1.17	   -1.62	   -2.07	   -2.07	   -9.34	
    3.42	    4.40	    4.70	    7.83	    6.36	    6.85	    6.56	   12.23	   12.62	   12.33	   12.04	
    0.94	   -6.25	  -15.63	   -7.81	  -18.75	  -18.75	  -14.37	  -25.00	  -24.69	  -31.25	  -31.56	
    2.27	    0.38	   -8.33	   -9.09	  -18.56	  -17.05	  -17.05	   -1.52	    7.95	   13.64	   14.02	
   -0.99	   -2.64	    0.00	   14.52	   16.50	   15.51	   18.81	   11.88	   -7.59	    6.27	    6.93	
    3.41	   15.34	   21.02	   15.34	   11.93	   15.34	   16.48	    6.82	    2.84	   -1.14	   -1.14	
    9.57	   -1.06	   21.28	   -1.06	   -8.51	  -12.77	  200.00	  123.40	   50.00	   88.30	   86.17	
   -8.53	  -12.40	  -34.11	  -20.16	  -24.03	  -23.26	  -27.13	  -34.88	  -34.11	   75.97	   62.02	
    1.01	   -6.57	   -9.60	  -12.63	  -16.67	  -16.16	  -18.18	  -26.77	  -29.80	  -30.30	  -37.37	
    3.17	    2.68	  -10.92	   -2.62	   -2.68	    0.31	    8.72	    8.60	    0.67	    0.67	   -2.32	
    0.19	    0.19	    5.12	    5.12	   -1.19	   -8.87	   -9.43	   -4.56	   -5.43	   -7.43	   -7.87	
    1.50	    0.64	    3.63	   -3.06	   -5.41	   -2.42	   -5.27	   -3.56	   -5.98	    0.14	  -15.31	
    3.12	   -1.87	   -3.12	    0.00	   -0.78	    0.78	   -1.87	   -7.64	   -7.96	   -7.02	    3.28	
    2.51	   -0.13	   -1.06	    2.91	   -2.51	   -5.42	  -12.95	   -8.85	   -9.38	   -7.66	   -8.72	
   11.07	    9.06	   10.07	    9.40	   11.91	   14.43	   31.71	   30.03	   33.56	   30.20	   17.95	
    5.77	   17.69	   -5.77	   -7.69	  -19.23	   -5.77	  -11.54	  -17.31	  -15.38	   -1.92	   15.38	
   -1.04	   15.58	   23.38	   23.38	   -1.30	   -2.60	  -11.69	  -48.05	  -33.77	  -36.36	  -40.26	
    0.00	    1.06	   -4.24	   -3.53	   -8.13	   -6.36	   -8.48	  -14.84	  -16.25	  -18.73	  -19.79	
    1.75	    6.14	    6.14	    4.82	    8.33	   11.84	    9.65	   22.81	   18.86	   18.86	   21.49	
    1.21	   -2.82	   -1.21	    8.87	    2.82	   -2.02	   -8.47	   -8.06	   -6.45	   -2.42	   -2.42	
  -14.06	  -20.31	  -18.36	  -18.36	  -18.75	  -26.56	  -27.34	  -44.53	  -42.97	  -47.27	  -46.88	
    0.00	   -2.94	    8.82	    6.62	    8.09	   13.24	   11.03	   -5.15	   -9.56	   -8.09	   -8.09	
   -1.57	   11.76	   10.78	    3.92	    0.00	    4.90	    0.00	   -0.39	  -15.69	  -14.71	  -17.65	
   -4.65	   -3.10	   -3.10	   -4.03	   -3.88	   -4.65	   -4.65	   -1.55	   -3.10	   -8.53	   -8.53	
   -3.45	   -4.39	   -6.23	   -7.46	   -6.20	   -6.76	   -4.40	  -10.54	  -14.73	  -14.78	  -13.34	
   -0.71	    1.20	    5.38	    4.95	    4.20	    8.86	   11.07	   10.22	    9.20	    8.39	   13.97	
  -16.97	  -36.70	  -48.62	  -58.72	  -64.22	  -65.60	  -62.39	  -68.35	  -73.39	  -73.85	  -35.78	
  -30.63	  -30.63	  -34.23	  -39.64	  -45.05	  -46.85	   27.03	   15.32	    6.31	   18.92	    2.70	
    0.75	   -3.73	   -4.01	   -4.85	   -6.41	   -3.80	   -7.02	   -4.18	   -5.67	   -6.50	   -4.64	
    0.00	   -1.15	    0.18	   -2.31	   -4.37	   -3.32	   -1.81	   -1.04	   -0.12	    0.24	    0.25	
   -1.34	   -5.51	   -5.24	   -4.82	   -4.88	   -1.30	   -0.87	   -3.07	   -0.41	    0.16	    1.56	
    1.76	    0.75	    4.02	    6.53	   11.56	    6.03	    4.77	    5.78	    5.78	    0.75	    4.52	
    5.31	    7.34	    6.64	    4.90	    8.04	    8.74	   17.13	   20.98	   27.27	   34.62	   32.52	
    8.89	    5.25	    2.68	    7.10	    3.07	    1.29	    3.80	   -0.78	   -2.63	   -6.99	   -9.11	
   -1.15	  -10.11	   -7.04	   -9.87	  -13.84	  -10.20	   -8.29	   -9.10	  -12.12	  -13.60	  -12.64	
   -0.60	    4.18	    4.48	    3.88	    5.67	    9.85	    2.09	    7.76	   13.13	   11.34	    6.87	
    0.00	    6.23	    3.28	    2.30	   -3.93	  -12.13	   -4.92	  -13.44	  -11.48	  -14.10	  -17.38	
  -14.62	  -10.00	   -8.97	  -10.34	  -10.69	   -8.28	   -7.59	   15.52	   11.72	    9.52	   15.17	
   -2.68	   -4.02	   -0.45	  -11.61	  -11.01	  -10.27	  -11.46	  -11.76	  -16.52	  -12.20	  -14.73	
   -3.69	   -5.37	   -4.53	  -13.09	  -14.93	  -16.61	  -23.15	  -20.64	  -21.31	  -24.66	  -24.33	
   -1.93	   -3.13	   -5.06	  -26.51	  -27.71	  -33.98	  -47.47	  -42.17	  -38.55	  -40.48	  -33.25	
    1.56	    1.56	    2.81	    0.31	    6.25	   10.62	   18.12	   11.56	   17.19	  -26.88	  -31.56	
    2.24	    6.71	    7.35	   28.12	   49.20	   51.12	   51.76	   54.63	   74.44	   83.71	  113.42	
   -0.22	    7.93	    7.05	   24.89	   41.63	   46.48	   45.81	   67.18	   65.20	   44.05	   77.97	
   -2.78	  -33.61	  -41.39	  -38.61	  -33.89	  -33.06	  -34.44	  -13.06	  -11.11	   -7.22	   -6.67	
    6.89	    8.61	    8.61	    9.61	   16.64	   14.92	   14.06	    0.36	   -4.45	   -9.97	  -17.50	
    9.10	    8.68	   12.19	   -7.37	   -6.54	   -3.80	   -8.03	  -23.25	  -28.89	  -16.77	  -22.41	
    0.04	   -1.66	   -2.62	   -0.74	    2.92	    1.03	  -17.44	  -17.41	  -20.14	  -37.84	  -32.19	
    5.05	    3.27	    0.17	    5.30	    3.02	    2.15	    4.43	    4.93	    4.55	    2.24	    1.82	
    1.18	   -2.12	   -1.77	   -0.39	   -2.87	   -5.11	    2.64	   -0.51	   -0.39	   -0.94	   -2.48	
   11.11	    8.89	   16.30	   12.59	    5.19	    2.96	  -13.33	  -16.30	  -18.52	  -18.52	  -24.44	
    2.78	   -9.26	   -4.63	   -8.33	   -2.78	   -5.56	   -9.26	   -7.41	   -0.93	   -2.78	   -1.85	
   -2.26	   -1.58	    1.10	    6.01	    5.17	    4.30	    3.42	    1.55	   -4.81	   -2.62	   -1.55	
   -3.49	   -8.34	   -3.10	   -3.23	   -5.24	   -3.49	    4.37	    4.30	    2.91	    0.81	   -2.17	
   -1.74	   -4.93	   -9.63	   -6.33	   -6.49	   -6.05	   -7.61	    0.50	   -2.07	   -3.02	   -4.48	
    0.99	    9.10	    5.57	    3.53	    6.50	    3.28	    6.68	   13.18	   12.93	    9.53	    6.37	
   -4.81	   -1.44	   -3.85	   -3.85	    3.37	    8.17	    0.96	   -1.44	   -1.44	   -6.25	   -4.33	
    0.00	   -4.88	    0.00	   -2.44	  -14.63	  -19.51	  -17.07	  -17.07	  -12.20	  -12.20	   -9.76	
    6.67	    5.13	    2.56	    5.13	    1.54	    2.56	   10.26	   15.38	   12.82	    5.13	    7.69	
   -4.62	    0.00	    3.08	   -4.62	  -18.46	  -16.92	  -27.69	  -26.15	  -16.92	  -18.46	  -21.54	
   -3.51	   -8.77	   -7.02	  -10.53	  -21.05	  -24.56	  -15.79	  -21.05	  -12.28	  -17.54	  -12.28	
    0.00	    0.00	    0.00	   -5.00	   -7.50	  -15.00	  -12.50	   -7.50	    2.50	   -2.50	   -5.00	
   -0.13	   -2.27	   -3.60	   -5.34	   -5.47	   -4.54	    6.01	   16.42	    8.81	   10.28	    9.21	
   -4.60	   -4.04	   -5.99	   -5.29	   -5.29	   -1.53	  -11.28	  -11.28	   -8.64	   -4.04	    0.00	
    1.40	   -0.42	   -0.98	   -0.70	   -0.56	   -1.12	   -2.81	   -8.85	   -3.51	    0.84	   -3.79	
    4.73	   -4.13	   -4.63	    3.13	    7.13	    8.86	   11.04	  -11.64	  -11.06	   -7.47	   -1.83	
   -1.60	    0.47	    2.91	    1.84	    5.60	    8.82	   11.79	   32.76	   28.01	   38.22	   32.54	
    1.12	    2.11	    7.06	   10.12	   11.93	   15.61	   16.66	   21.91	   22.24	   23.52	   21.54	
    4.87	    7.02	    7.93	    6.25	    7.14	   10.27	   30.14	   33.31	   35.32	   34.31	   23.37	
   -3.38	   -3.47	   -5.93	   -7.61	   -3.45	   -1.05	   -4.33	  -10.83	   -7.76	   -9.80	   -7.40	
   -1.83	   -1.75	   -0.14	    1.08	    6.06	    7.32	    9.72	  -15.79	  -16.30	  -17.95	  -15.28	
    0.34	   -1.40	    4.21	    4.76	    6.37	    2.08	    5.35	    7.52	    7.05	    4.55	    2.00	
    5.84	    7.07	    0.44	   -3.97	   -6.36	   -9.81	   -4.97	   -0.44	    1.95	   -3.85	    6.95	
    2.69	   -0.85	    3.43	    5.23	    2.97	   -0.53	   -2.83	   -5.23	   -7.56	   -8.69	  -12.83	
   -2.50	    8.33	   10.83	   25.00	   19.17	   19.17	   45.83	   40.83	   48.33	   43.33	   38.33	
   -4.88	   -3.90	   -2.44	   -3.41	   -3.41	   -8.78	   -5.37	   -7.32	   -6.34	   -5.85	  -13.66	
    1.21	    6.06	    4.24	    0.00	   18.18	   24.85	   21.82	   21.82	   14.55	   20.00	   23.03	
   -4.69	   -1.56	    2.34	   -1.56	    0.00	    0.78	   -5.47	  -10.16	   -7.03	   -9.38	   -5.47	
   -1.93	  -22.22	  -27.05	  -28.99	  -20.77	  -24.64	  -17.39	  -10.14	  -14.98	  -11.11	  -14.98	
   10.53	   13.68	   38.95	   35.26	   39.47	   44.74	   23.68	   19.47	   22.11	   14.21	    9.47	
    6.28	    1.45	    1.45	   -4.83	    3.38	    2.90	    0.48	   -4.35	    3.38	    3.38	    2.90	
    1.60	    1.53	    0.44	    2.47	    6.07	    4.63	    5.68	   12.84	   12.46	   14.06	   17.76	
   -1.84	   -5.14	   -5.46	   -2.55	    1.80	   -0.78	   -1.09	   -0.40	    0.10	    1.37	    6.41	
    0.15	   -2.22	   -0.69	   -0.54	    3.98	    3.14	    6.62	    8.39	   11.00	   11.06	   13.08	
   -3.94	   -5.31	   -5.23	   -6.28	   -3.62	  -10.06	  -11.99	  -19.55	  -19.55	  -25.66	  -20.76	
   -2.67	   -2.37	   -3.96	    0.30	    0.10	   -4.85	   -5.04	    5.84	    5.74	    6.43	    5.04	
    2.11	   -6.27	   -7.62	   -4.98	   -6.27	   -9.49	   -9.72	  -17.98	  -19.45	  -27.18	  -30.05	
   -0.32	    0.64	    0.32	    5.47	    3.22	   13.83	   14.15	   19.61	   13.50	   21.86	   23.79	
   -5.11	    1.88	    3.49	   -0.54	    2.69	    3.49	    5.11	   10.48	    7.26	   10.22	   12.10	
    0.00	   -1.23	   -4.20	   -4.69	    1.73	   -1.23	    0.25	   15.56	   10.12	   14.81	   14.32	
   -1.26	   -0.69	   -1.57	  -11.10	   -8.86	   -8.10	  -10.84	  -14.34	  -11.04	  -14.52	  -13.39	
   -3.76	   -4.68	    1.41	    2.36	   -2.76	    1.77	   -0.65	    2.03	    0.04	   -8.95	   -7.39	
   -6.02	   -4.47	    3.13	   -0.83	   -2.49	    2.28	   -1.34	    1.59	    0.55	   -5.42	   -7.57	
   -1.53	    2.97	    0.72	    3.06	    4.50	    5.77	   -0.72	   -1.53	   -1.71	    0.00	   -0.36	
   -1.68	   -2.16	   -2.16	   -5.15	   -0.60	   -1.80	    2.63	    8.38	   11.62	   11.02	    9.70	
   -1.71	   -1.17	   -1.71	    1.39	    2.99	    4.70	    2.45	    1.92	    2.45	    5.12	   10.67	
   -2.01	    1.73	    2.40	    4.62	    6.47	    8.21	    7.87	   10.97	   12.01	   13.04	   18.30	
   -0.80	   -3.52	    2.57	    6.27	    7.02	   11.80	   12.91	   15.76	   18.28	   21.96	   10.98	
    1.62	    9.31	   14.02	   11.10	    3.04	    1.42	    4.05	    5.50	    8.88	    9.12	   13.54	
   -3.70	   -1.24	   -3.12	    1.10	   -0.29	    0.41	   -2.84	   -9.61	   -7.66	   -9.21	   -8.59	
   -4.22	   -2.79	   -5.54	   -5.56	   -4.32	   -1.19	   -6.36	    2.02	    1.11	    4.22	    3.21	
    3.00	    1.27	    4.71	    4.50	    3.86	    2.96	    0.58	  -19.85	  -17.49	  -17.26	  -17.18	
    3.87	    4.52	    7.11	    6.55	    6.65	    8.61	   10.07	    8.39	    7.99	    7.44	    7.20	
   -0.51	   -0.73	    1.51	   -0.13	   -0.69	    3.05	    6.46	   19.54	   22.52	   21.73	   25.22	
   -2.58	   -0.40	    2.19	    2.73	    5.32	    7.33	    8.31	    5.33	    8.26	    9.07	    9.34	
    3.04	    5.96	    7.60	    5.73	   22.81	   29.94	   31.35	   52.16	   48.77	   50.64	   62.92	
    2.81	   -3.22	   10.57	   10.98	   27.91	   21.55	   19.65	    7.60	    6.19	    4.95	    9.83	
    7.54	    7.67	   10.23	   19.78	   25.84	   21.94	   20.19	   19.65	    7.94	   19.25	   22.34	
    0.55	    0.55	   -1.09	   -3.83	   -4.20	   -9.12	    2.19	   -3.10	    3.65	    0.36	   -0.18	
    3.80	    1.83	    2.68	    5.77	    3.24	    2.11	   -0.70	  -21.83	  -21.41	  -23.10	  -24.51	
   -3.65	   -6.69	   -5.48	  -10.75	   -8.92	  -10.34	   -7.10	   -1.83	    6.69	   18.05	   19.47	
  -10.39	  -19.48	    9.09	   -3.90	  -10.39	   -7.79	  -10.39	  -23.38	  -12.99	  -23.38	  -24.68	
   -7.61	  -16.30	  -15.22	  -10.87	   -9.78	  -13.04	  -13.04	  -19.57	  -20.65	  -18.48	  -19.57	
   -3.06	   -4.08	   -3.06	   -5.10	  -10.20	  -16.33	   -6.12	  -13.27	  -21.43	  -20.41	  -16.33	
   -0.34	   -3.39	    0.68	    3.39	   -0.68	   -0.34	   -0.34	   -2.03	   -4.41	   -4.41	   -3.39	
    0.65	   -2.61	   -1.31	   -2.94	   -4.25	   -1.31	    0.00	   -4.25	   -4.25	   -7.84	   -8.17	
    3.68	    1.32	   -1.03	   -1.87	   -0.74	   -6.75	   -9.91	  -13.30	  -13.24	  -12.43	  -10.95	
    3.16	    4.07	    5.14	    1.43	    3.41	    5.28	    2.39	    2.72	   -0.37	    0.73	   -3.01	
   -2.78	   -0.25	    2.53	    2.53	    1.27	    2.28	    5.06	    1.27	    0.25	   -3.04	   -7.34	
    7.60	   11.40	   15.50	   14.04	   23.68	   33.04	    2.92	   20.18	   14.62	   13.74	    8.19	
   -2.80	   -5.94	    2.42	    0.67	    2.42	    8.94	    5.99	    6.27	    5.09	    2.99	    3.42	
   -0.27	   -2.67	    0.09	   -0.36	   -1.59	   -3.49	   -1.77	   -1.45	   -1.36	   -2.95	   -1.95	
    2.24	    7.10	    3.93	    0.37	    3.74	   12.15	   11.59	   18.88	   19.81	   24.11	   22.80	
   -4.45	   -5.52	   -6.41	   -5.69	   -1.96	    0.00	   -3.38	   -5.16	   -4.80	   -2.67	    1.96	
   -1.38	    7.69	    8.62	   12.31	   16.15	   18.15	   16.00	   15.23	   13.69	   18.15	   23.08	
    0.25	   -0.49	   -1.77	   -0.99	   -1.23	   -0.25	   -1.23	   -1.48	   -1.48	   -1.48	   -1.72	
   -2.09	    0.70	   -0.19	    0.93	   -1.86	   -1.39	   -0.23	   -4.13	   -4.18	   -6.73	   -7.29	
    0.00	    0.56	   -0.28	    2.51	    1.12	    1.12	    0.84	   -1.62	   -1.68	   -2.23	   -3.35	
    1.44	    0.06	    2.31	    1.73	    3.17	    1.56	    1.44	    2.31	    6.05	    3.75	    2.31	
    2.92	    0.17	    1.43	    0.66	    1.76	   -2.87	   -1.71	   -4.79	   -6.83	   -6.94	  -11.13	
   -3.14	   -5.21	   -5.33	   -9.59	   -9.81	   -8.80	   -3.59	   -6.95	   -5.10	   -1.68	   -3.20	
   -0.67	   -1.62	    1.17	   -0.50	   -0.17	   -0.89	   -1.84	   -0.22	   -5.40	   -3.18	   -4.12	
    6.09	    2.43	   -1.39	   -6.55	   -5.39	   -5.28	   -3.48	   -6.09	   -3.77	    2.14	    4.35	
  -11.08	  -13.91	  -11.23	  -11.89	   -9.21	  -11.01	  -18.20	  -19.71	  -19.67	  -17.17	  -15.85	
    1.27	    7.32	   20.91	   23.96	   31.49	   41.71	   55.95	   43.64	   37.69	   40.64	   35.66	
    0.15	   -1.11	    4.88	    5.18	    4.18	   -1.81	   -8.60	    1.41	   -3.67	    2.06	    2.67	
    1.62	   -6.77	   -5.56	   -3.04	  -10.01	   -6.01	   -0.45	   15.69	   11.84	   11.64	    5.28	
    4.56	    8.75	   10.47	    6.84	    5.92	   17.80	   21.28	   15.17	   18.70	   19.75	   16.73	
   -1.03	    0.08	    1.69	    0.45	    2.45	    0.31	    2.68	    0.29	    8.33	    9.04	   11.58	
   -0.66	   -4.72	  -10.04	   -7.85	   -9.71	  -11.36	   -7.43	  -10.61	   -9.11	  -10.57	  -11.29	
    7.13	    6.71	    5.66	   11.10	   12.27	    9.49	   10.90	   12.72	   13.79	   12.10	    9.26	
    3.37	    2.74	   -1.48	    0.08	    2.70	    2.66	   -7.68	   -7.97	   -9.74	   -7.25	   -5.23	
   -0.82	   -1.70	   -1.44	   -4.27	   -1.28	    1.28	   -2.98	   -3.34	   -0.31	   -1.80	    1.03	
    2.88	    6.86	   11.93	   10.73	    9.63	   11.93	   24.02	   23.23	   23.13	   23.86	   24.39	
